Name	Length	EffectiveLength	TPM	NumReads
FBtr0089290	4681	4509.985	1.155771	43.601
FBtr0089288	4037	3865.985	7.598880	245.732
FBtr0100447	4417	4245.985	1.456565	51.732
FBtr0329933	4663	4491.985	1.212636	45.564
FBtr0336949	2826	2654.985	18.259036	405.501
FBtr0088786	1378	1206.985	68.630513	692.901
FBtr0088785	1869	1697.985	14.741455	209.376
FBtr0303077	607	436.379	0.000000	0.000
FBtr0339716	615	444.375	0.064167	0.239
FBtr0085459	600	429.380	69.817835	250.761
FBtr0070973	1218	1046.985	0.228369	2.000
FBtr0089252	2767	2595.985	1.084066	23.540
FBtr0334488	2840	2668.985	1.379846	30.806
FBtr0334489	2902	2730.985	1.014711	23.180
FBtr0100600	3804	3632.985	3.766967	114.474
FBtr0300305	309	138.559	0.000000	0.000
FBtr0077162	567	396.388	0.000000	0.000
FBtr0072277	713	542.322	48.496814	220.000
FBtr0344898	1082	910.985	0.000000	0.000
FBtr0086817	1175	1003.985	0.000000	0.000
FBtr0333271	5146	4974.985	0.369012	15.356
FBtr0072639	5149	4977.985	0.372179	15.497
FBtr0340000	824	653.257	0.622184	3.400
FBtr0087390	427	256.470	282.757027	606.600
FBtr0070472	3021	2849.985	2.201478	52.482
FBtr0331752	4499	4327.985	16.190741	586.145
FBtr0070475	3174	3002.985	6.086464	152.887
FBtr0070474	3218	3046.985	1.173402	29.907
FBtr0302185	2166	1994.985	0.398262	6.646
FBtr0070471	4805	4633.985	8.357489	323.954
FBtr0112828	2903	2731.985	5.693917	130.119
FBtr0301966	3182	3010.985	0.696025	17.530
FBtr0070468	3055	2883.985	9.326761	224.997
FBtr0070476	2745	2573.985	0.566603	12.199
FBtr0070470	3110	2938.985	1.282132	31.520
FBtr0331751	4750	4578.985	0.898618	34.419
FBtr0070469	4244	4072.985	9.150830	311.764
FBtr0070467	2929	2757.985	0.458192	10.570
FBtr0331753	5004	4832.985	0.534855	21.622
FBtr0070466	2847	2675.985	4.015154	89.875
FBtr0070473	3091	2919.985	1.450063	35.418
FBtr0076265	1575	1403.985	49.046389	575.999
FBtr0331935	1030	858.985	0.161438	1.160
FBtr0088237	816	645.262	92.606772	499.840
FBtr0081705	1363	1191.985	0.000000	0.000
FBtr0088524	1299	1127.985	69.102239	652.000
FBtr0074540	843	672.241	19.384268	109.000
FBtr0074494	1357	1185.985	0.302406	3.000
FBtr0085714	3349	3177.985	129.874169	3452.446
FBtr0085713	3440	3268.985	1016.250505	27788.554
FBtr0076256	334	163.547	2.923913	4.000
FBtr0339552	1718	1546.985	11.309179	146.342
FBtr0078950	1533	1361.985	23.230593	264.658
FBtr0070990	1321	1149.985	0.751929	7.233
FBtr0100409	805	634.272	0.725254	3.848
FBtr0343330	706	535.329	105.621182	472.960
FBtr0304902	1617	1445.985	0.041614	0.503
FBtr0304901	2286	2114.985	0.028074	0.497
FBtr0078872	1228	1056.985	0.113104	1.000
FBtr0077839	2112	1940.985	4.012208	65.142
FBtr0077837	2331	2159.985	6.298793	113.805
FBtr0077838	2235	2063.985	6.451754	111.388
FBtr0077836	2325	2153.985	15.688414	282.666
FBtr0075133	4018	3846.985	0.685723	22.066
FBtr0332862	2190	2018.985	4.318624	72.934
FBtr0087988	1754	1582.985	126.130537	1670.126
FBtr0087987	1948	1776.985	383.188489	5695.717
FBtr0074688	1633	1461.985	48.327283	591.000
FBtr0086864	3503	3331.985	11.086723	309.000
FBtr0083361	1283	1111.985	0.000000	0.000
FBtr0392904	4164	3992.985	4.667527	155.897
FBtr0084588	2385	2213.985	42.121324	780.062
FBtr0303161	2639	2467.985	39.399279	813.360
FBtr0079257	1918	1746.985	17.997591	263.000
FBtr0307341	906	735.207	0.052192	0.321
FBtr0084989	527	356.406	0.059534	0.177
FBtr0306309	750	579.300	0.808997	3.920
FBtr0344570	539	368.397	0.025912	0.080
FBtr0078090	1219	1047.985	30.800414	270.000
FBtr0087439	546	375.394	21.974025	69.000
FBtr0070960	2096	1924.985	0.112232	1.807
FBtr0302357	2296	2124.985	0.213125	3.788
FBtr0302356	2428	2256.985	0.180594	3.409
FBtr0340571	3830	3658.985	0.032669	1.000
FBtr0340572	3825	3653.985	0.032721	1.000
FBtr0080267	3305	3133.985	0.000000	0.000
FBtr0077141	787	616.278	0.100997	0.521
FBtr0306593	981	810.146	0.070737	0.479
FBtr0081719	1938	1766.985	63.530244	939.000
FBtr0071549	1655	1483.985	33.593430	417.000
FBtr0308832	1068	896.985	12.240367	91.840
FBtr0308833	2043	1871.985	25.773461	403.578
FBtr0074921	2263	2091.985	3.919228	68.582
FBtr0073011	1996	1824.985	0.000000	0.000
FBtr0112378	450	279.455	0.000000	0.000
FBtr0342602	1596	1424.985	0.216275	2.578
FBtr0080326	1217	1045.985	82.376175	720.741
FBtr0085405	675	504.339	183.707666	775.000
FBtr0339295	331	160.550	0.000000	0.000
FBtr0300316	205	35.299	0.000000	0.000
FBtr0300904	2130	1958.985	0.000000	0.000
FBtr0081633	2196	2024.985	0.000000	0.000
FBtr0300905	2052	1880.985	0.000000	0.000
FBtr0335279	1234	1062.985	0.081416	0.724
FBtr0335281	1199	1027.985	0.085543	0.736
FBtr0290216	733	562.308	0.000000	0.000
FBtr0335280	740	569.303	0.000000	0.000
FBtr0077120	1711	1539.985	16.470792	212.170
FBtr0081676	887	716.209	0.000000	0.000
FBtr0076639	2093	1921.985	0.168152	2.703
FBtr0079280	1148	976.985	0.000000	0.000
FBtr0304827	5797	5625.985	0.082318	3.874
FBtr0433494	6405	6233.985	0.105069	5.479
FBtr0333832	6581	6409.985	0.092302	4.949
FBtr0433497	5654	5482.985	0.094208	4.321
FBtr0333833	6118	5946.985	0.075214	3.742
FBtr0433496	5848	5676.985	0.064928	3.083
FBtr0304826	8410	8238.985	0.082026	5.653
FBtr0433495	8302	8130.985	0.083858	5.704
FBtr0433493	8251	8079.985	0.098613	6.665
FBtr0300808	2019	1847.985	0.000000	0.000
FBtr0300809	4061	3889.985	0.015366	0.500
FBtr0301700	4064	3892.985	0.015354	0.500
FBtr0072287	5108	4936.985	26.370223	1089.000
FBtr0343633	2816	2644.985	8.913812	197.215
FBtr0074281	2640	2468.985	55.401644	1144.177
FBtr0343632	2730	2558.985	1.308886	28.017
FBtr0074279	3898	3726.985	41.256784	1286.190
FBtr0074280	3895	3723.985	2.580873	80.395
FBtr0072238	1035	863.985	0.000000	0.000
FBtr0308073	1317	1145.985	0.829850	7.955
FBtr0082360	764	593.295	78.837208	391.250
FBtr0082361	1024	852.985	1.933477	13.795
FBtr0079938	1428	1256.985	2.853245	30.000
FBtr0077227	1279	1107.985	159.900901	1481.962
FBtr0091702	1278	1106.985	5.403931	50.038
FBtr0074882	2425	2253.985	13.195790	248.793
FBtr0332153	3588	3416.985	2.019428	57.720
FBtr0310476	2042	1870.985	5.825797	91.175
FBtr0100666	2416	2244.985	8.011650	150.448
FBtr0332726	2033	1861.985	3.971952	61.863
FBtr0080287	1089	917.985	15.770241	121.095
FBtr0309307	5887	5715.985	0.054003	2.582
FBtr0300898	5037	4865.985	0.010298	0.419
FBtr0080024	1050	878.985	6.824938	50.180
FBtr0077389	2263	2091.985	84.348152	1476.000
FBtr0290204	1958	1786.985	0.000000	0.000
FBtr0086689	848	677.235	31.926139	180.858
FBtr0306636	1574	1402.985	7.690545	90.253
FBtr0086687	1472	1300.985	21.238319	231.124
FBtr0086690	2195	2023.985	0.612192	10.364
FBtr0086686	1532	1360.985	0.904290	10.295
FBtr0340359	2225	2053.985	1.098677	18.876
FBtr0301148	981	810.146	72.966714	494.470
FBtr0086684	908	737.207	0.251184	1.549
FBtr0306637	2237	2065.985	1.022375	17.668
FBtr0301149	1514	1342.985	1.472552	16.542
FBtr0086600	1106	934.985	6.533338	51.097
FBtr0331978	1118	946.985	15.136878	119.903
FBtr0078769	621	450.369	4404.043646	16591.000
FBtr0070712	1878	1706.985	0.840426	12.000
FBtr0343263	1108	936.985	0.086114	0.675
FBtr0343264	928	757.206	0.124344	0.788
FBtr0072024	920	749.207	0.127178	0.797
FBtr0113111	979	808.148	0.109540	0.740
FBtr0333452	4664	4492.985	0.100832	3.790
FBtr0333450	3996	3824.985	0.075648	2.420
FBtr0333451	4043	3871.985	0.074209	2.403
FBtr0300831	4092	3920.985	0.072767	2.387
FBtr0076303	1640	1468.985	0.910490	11.188
FBtr0076302	1655	1483.985	1.894647	23.519
FBtr0076301	2049	1877.985	46.871272	736.294
FBtr0077098	1123	951.985	80.977295	644.830
FBtr0070552	1047	875.985	0.000000	0.000
FBtr0075818	1346	1174.985	28.793997	283.000
FBtr0088789	1908	1736.985	5.437244	79.000
FBtr0304960	503	332.425	0.000000	0.000
FBtr0075249	843	672.241	0.000000	0.000
FBtr0084104	1804	1632.985	206.449918	2820.000
FBtr0336911	2177	2005.985	12.512917	209.961
FBtr0088974	1597	1425.985	15.545168	185.423
FBtr0100360	4963	4791.985	0.523104	20.968
FBtr0110880	2920	2748.985	0.150479	3.460
FBtr0334105	2225	2053.985	0.285030	4.897
FBtr0301185	2946	2774.985	0.147260	3.418
FBtr0110881	4262	4090.985	1.848525	63.257
FBtr0336928	1138	966.985	0.392309	3.173
FBtr0072107	995	824.131	0.119933	0.827
FBtr0085786	2956	2784.985	10.229162	238.295
FBtr0085785	3082	2910.985	0.939627	22.880
FBtr0334549	2894	2722.985	1.031034	23.484
FBtr0334550	3020	2848.985	0.478855	11.412
FBtr0340191	4545	4373.985	9.176394	335.739
FBtr0073848	4477	4305.985	50.838341	1831.117
FBtr0078387	3371	3199.985	7.268222	194.549
FBtr0087487	2027	1855.985	15.459113	240.000
FBtr0083735	2688	2516.985	0.046843	0.986
FBtr0332539	2448	2276.985	0.053226	1.014
FBtr0077790	977	806.151	0.000000	0.000
FBtr0331440	941	770.202	0.000000	0.000
FBtr0331439	971	800.158	0.000000	0.000
FBtr0082634	1746	1574.985	15.105130	199.000
FBtr0079612	1320	1148.985	6.052876	58.174
FBtr0087980	1799	1627.985	0.000057	0.001
FBtr0087979	1558	1386.985	0.000000	0.000
FBtr0072044	1063	891.985	0.000000	0.000
FBtr0343206	1072	900.985	0.000000	0.000
FBtr0072043	1160	988.985	0.000000	0.000
FBtr0075225	1132	960.985	0.000000	0.000
FBtr0112489	446	275.457	11.350219	26.152
FBtr0339263	740	569.303	0.844308	4.021
FBtr0301018	2276	2104.985	1.192664	21.000
FBtr0302526	640	469.348	4.075420	16.000
FBtr0100009	3280	3108.985	5.344953	139.000
FBtr0089901	2338	2166.985	1.087702	19.716
FBtr0089902	1803	1631.985	0.528233	7.211
FBtr0300562	2617	2445.985	2.887151	59.071
FBtr0089900	2125	1953.985	0.418669	6.843
FBtr0089904	2355	2183.985	0.541126	9.886
FBtr0301521	2467	2295.985	0.813021	15.614
FBtr0089905	2568	2396.985	1.479244	29.659
FBtr0345390	5214	5042.985	0.717173	30.253
FBtr0331425	3556	3384.985	1.090771	30.885
FBtr0332155	4408	4236.985	1.449582	51.375
FBtr0075014	3541	3369.985	0.904169	25.488
FBtr0078874	603	432.380	0.276492	1.000
FBtr0083452	2975	2803.985	10.549485	247.434
FBtr0302317	2262	2090.985	21.072315	368.566
FBtr0333248	2543	2371.985	0.098399	1.952
FBtr0114524	2411	2239.985	0.109286	2.048
FBtr0273385	6171	5999.985	1.777907	89.230
FBtr0339307	6637	6465.985	1.217462	65.848
FBtr0273384	6439	6267.985	2.802247	146.922
FBtr0082117	3807	3635.985	4.019007	122.234
FBtr0082116	6303	6131.985	2.042613	104.771
FBtr0082118	4671	4499.985	2.814224	105.931
FBtr0085011	1569	1397.985	0.085516	1.000
FBtr0081174	4145	3973.985	0.269736	8.966
FBtr0081175	3934	3762.985	0.323512	10.183
FBtr0303241	4041	3869.985	0.666571	21.578
FBtr0081176	3893	3721.985	0.338133	10.527
FBtr0305129	2997	2825.985	6.479207	153.160
FBtr0339156	2994	2822.985	1.959158	46.263
FBtr0339157	2988	2816.985	2.019149	47.578
FBtr0071784	2049	1877.985	1.421558	22.331
FBtr0071785	1989	1817.985	61.331702	932.669
FBtr0089148	3050	2878.985	1.232373	29.678
FBtr0089147	2773	2601.985	3.219865	70.080
FBtr0089150	2762	2590.985	3.052586	66.158
FBtr0089146	2709	2537.985	3.640506	77.286
FBtr0308247	2614	2442.985	20.224397	413.284
FBtr0089149	2840	2668.985	1.187579	26.513
FBtr0302559	2531	2359.985	0.000000	0.000
FBtr0346506	2597	2425.985	0.000000	0.000
FBtr0302190	3048	2876.985	3.289811	79.170
FBtr0086145	3054	2882.985	5.756899	138.830
FBtr0306281	375	204.531	0.000000	0.000
FBtr0306280	392	221.512	0.000000	0.000
FBtr0306258	4812	4640.985	4.686834	181.946
FBtr0073119	3828	3656.985	40.505843	1239.062
FBtr0073120	4106	3934.985	38.837278	1278.333
FBtr0073118	4763	4591.985	42.830689	1645.159
FBtr0337055	3442	3270.985	12.016970	328.795
FBtr0333895	3491	3319.985	62.845371	1745.266
FBtr0337056	4046	3874.985	9.269006	300.438
FBtr0077442	1411	1239.985	4.820603	50.000
FBtr0076018	1266	1094.985	2.633350	24.120
FBtr0076017	963	792.176	7.225775	47.880
FBtr0339781	3357	3185.985	0.450932	12.017
FBtr0070778	3093	2921.985	0.810589	19.812
FBtr0344824	2804	2632.985	8.543801	188.171
FBtr0345292	830	659.252	12.945337	71.387
FBtr0070983	837	666.248	5.072899	28.271
FBtr0070982	1100	928.985	1.793000	13.933
FBtr0070981	941	770.202	103.306413	665.556
FBtr0070980	854	683.228	5745.360927	32834.854
FBtr0307300	2919	2747.985	11.679197	268.460
FBtr0113024	3030	2858.985	1.052623	25.173
FBtr0332600	2913	2741.985	0.408392	9.367
FBtr0083414	2815	2643.985	14.649643	323.995
FBtr0337043	3789	3617.985	1.189718	36.005
FBtr0077516	1338	1166.985	0.204886	2.000
FBtr0112524	1274	1102.985	1.738480	16.040
FBtr0089233	3691	3519.985	2.468581	72.684
FBtr0334626	3376	3204.985	2.136495	57.277
FBtr0310651	3526	3354.985	8.364186	234.729
FBtr0089229	3501	3329.985	11.319912	315.310
FBtr0082920	981	810.146	0.000000	0.000
FBtr0077386	1734	1562.985	19.580914	256.000
FBtr0071106	2301	2129.985	0.056127	1.000
FBtr0070937	2201	2029.985	94.621323	1606.697
FBtr0070938	2487	2315.985	60.461814	1171.303
FBtr0070397	1267	1095.985	0.218159	2.000
FBtr0074346	819	648.260	0.000000	0.000
FBtr0071471	1606	1434.985	0.041658	0.500
FBtr0330316	1609	1437.985	0.041566	0.500
FBtr0074918	1253	1081.985	16.611229	150.340
FBtr0072124	2163	1991.985	23.165892	386.000
FBtr0071683	1189	1017.985	63.768516	543.000
FBtr0077403	1061	889.985	0.102376	0.762
FBtr0113021	1089	917.985	0.097188	0.746
FBtr0077402	1231	1059.985	0.078189	0.693
FBtr0077401	1011	839.985	0.113620	0.798
FBtr0300280	1584	1412.985	0.000000	0.000
FBtr0346378	3461	3289.985	0.476117	13.103
FBtr0074809	2896	2724.985	20.348525	463.820
FBtr0335137	3353	3181.985	0.581910	15.488
FBtr0346141	373	202.532	0.001787	0.003
FBtr0085611	272	101.585	12.941755	10.997
FBtr0074029	585	414.383	0.000000	0.000
FBtr0075388	1505	1333.985	0.098780	1.102
FBtr0343534	2295	2123.985	0.050532	0.898
FBtr0086001	1762	1590.985	0.075142	1.000
FBtr0321315	1239	1067.985	0.000000	0.000
FBtr0333037	2846	2674.985	1.230554	27.534
FBtr0075724	2737	2565.985	2.745229	58.923
FBtr0075723	2084	1912.985	1.721244	27.543
FBtr0342770	3744	3572.985	9.313569	278.355
FBtr0070420	3766	3594.985	65.264452	1962.574
FBtr0342771	3838	3666.985	2.740837	84.071
FBtr0333323	2883	2711.985	0.700174	15.883
FBtr0333322	2930	2758.985	1.039647	23.993
FBtr0074137	2347	2175.985	3.714195	67.604
FBtr0074135	2386	2214.985	48.765696	903.519
FBtr0308136	1697	1525.985	0.036807	0.470
FBtr0080237	698	527.330	0.000000	0.000
FBtr0300638	3446	3274.985	0.000000	0.000
FBtr0073729	466	295.449	54.695033	135.171
FBtr0084836	743	572.303	23.813680	114.000
FBtr0082430	1248	1076.985	0.577221	5.200
FBtr0335211	1142	970.985	20.290490	164.800
FBtr0076857	1307	1135.985	0.947148	9.000
FBtr0300424	902	731.207	0.000000	0.000
FBtr0083860	1793	1621.985	1.372243	18.618
FBtr0302327	1744	1572.985	134.060129	1763.910
FBtr0083861	1877	1705.985	12.156328	173.472
FBtr0083086	1479	1307.985	17.173382	187.893
FBtr0334589	2552	2380.985	1.567580	31.220
FBtr0091874	595	424.382	1.315962	4.671
FBtr0073935	992	821.131	0.000000	0.000
FBtr0073300	818	647.261	0.000000	0.000
FBtr0073299	2460	2288.985	0.000000	0.000
FBtr0088841	1522	1350.985	1.820044	20.568
FBtr0088842	1468	1296.985	56.144974	609.113
FBtr0345599	2094	1922.985	0.159427	2.564
FBtr0070422	1749	1577.985	0.294724	3.890
FBtr0342772	681	510.336	0.013759	0.059
FBtr0070421	1547	1375.985	0.010246	0.118
FBtr0333023	2495	2323.985	0.065133	1.266
FBtr0075579	1678	1506.985	0.137546	1.734
FBtr0072248	2815	2643.985	0.064282	1.422
FBtr0345620	2931	2759.985	0.012550	0.290
FBtr0072247	2800	2628.985	0.013124	0.289
FBtr0072253	1306	1134.985	1.629022	15.466
FBtr0343432	1090	918.985	27.056829	207.988
FBtr0073127	1478	1306.985	0.227173	2.484
FBtr0073128	1471	1299.985	0.231415	2.516
FBtr0079458	1541	1369.985	0.003987	0.046
FBtr0079460	1595	1423.985	0.707773	8.430
FBtr0079462	1526	1354.985	0.004013	0.045
FBtr0079461	1505	1333.985	0.004050	0.045
FBtr0079459	1585	1413.985	0.713008	8.433
FBtr0081997	1156	984.985	51.206880	421.901
FBtr0081996	1257	1085.985	1.010604	9.180
FBtr0336761	1233	1061.985	7.420638	65.919
FBtr0336637	3026	2854.985	0.057767	1.380
FBtr0300693	1964	1792.985	0.000000	0.000
FBtr0336636	3290	3118.985	0.051260	1.337
FBtr0071797	3770	3598.985	0.042621	1.283
FBtr0336638	1523	1351.985	0.000000	0.000
FBtr0087382	5033	4861.985	20.406696	829.924
FBtr0339998	5235	5063.985	2.291738	97.076
FBtr0301478	2790	2618.985	24.016375	526.130
FBtr0089521	2653	2481.985	9.032200	187.519
FBtr0306351	2221	2049.985	2.036989	34.929
FBtr0306350	2503	2331.985	2.514556	49.050
FBtr0301477	4782	4610.985	0.917096	35.372
FBtr0300224	1562	1390.985	0.055302	0.643
FBtr0114515	1508	1336.985	0.058027	0.649
FBtr0087406	329	158.551	0.000000	0.000
FBtr0072888	2130	1958.985	0.000000	0.000
FBtr0085859	1170	998.985	0.478684	4.000
FBtr0334894	6412	6240.985	35.115084	1833.155
FBtr0084460	6624	6452.985	9.682274	522.625
FBtr0304567	3987	3815.985	6.335275	202.220
FBtr0070907	2510	2338.985	121.169789	2370.686
FBtr0070906	2636	2464.985	0.596966	12.309
FBtr0305911	1961	1789.985	6.586306	98.615
FBtr0289953	2161	1989.985	4.753544	79.126
FBtr0305910	2015	1843.985	3.452884	53.259
FBtr0088312	1656	1484.985	0.053154	0.660
FBtr0088313	2297	2125.985	0.134930	2.400
FBtr0088311	2351	2179.985	0.272928	4.977
FBtr0304592	2591	2419.985	0.195796	3.963
FBtr0088882	1935	1763.985	76.718364	1132.000
FBtr0079894	2382	2210.985	20.923106	386.958
FBtr0331635	2356	2184.985	6.963272	127.266
FBtr0345615	2623	2451.985	5.609721	115.057
FBtr0071338	3399	3227.985	183.324894	4950.000
FBtr0334508	4486	4314.985	0.015644	0.565
FBtr0085746	3506	3334.985	0.020380	0.569
FBtr0085085	1541	1369.985	38.154095	437.229
FBtr0085084	2075	1903.985	0.111188	1.771
FBtr0079304	905	734.207	0.162828	1.000
FBtr0079732	925	754.206	0.000000	0.000
FBtr0071108	3145	2973.985	9.172549	228.182
FBtr0340139	3231	3059.985	2.496646	63.904
FBtr0071107	3426	3254.985	33.691462	917.320
FBtr0340138	4238	4066.985	2.220214	75.530
FBtr0309839	4403	4231.985	1.387071	49.102
FBtr0309836	4378	4206.985	1.512406	53.222
FBtr0309837	3952	3780.985	3.584994	113.382
FBtr0073144	4107	3935.985	137.167288	4516.024
FBtr0309838	4006	3834.985	2.346421	75.270
FBtr0075152	2917	2745.985	25.555695	587.000
FBtr0300092	607	436.379	0.022866	0.083
FBtr0073892	1096	924.985	0.000000	0.000
FBtr0343143	1534	1362.985	0.087712	1.000
FBtr0332630	1663	1491.985	2.152772	26.867
FBtr0332631	1364	1192.985	47.115575	470.166
FBtr0332632	5997	5825.985	9.784960	476.849
FBtr0301268	1587	1415.985	0.337714	4.000
FBtr0085909	2020	1848.985	0.129314	2.000
FBtr0080763	2304	2132.985	18.495834	330.000
FBtr0086733	1297	1125.985	26.224801	247.000
FBtr0087262	852	681.230	149.517985	852.000
FBtr0303232	702	531.330	3.825011	17.000
FBtr0344155	6716	6544.985	6.068888	332.254
FBtr0070316	6065	5893.985	23.766182	1171.712
FBtr0344279	6745	6573.985	0.072741	4.000
FBtr0076133	3030	2858.985	0.125446	3.000
FBtr0082259	2901	2729.985	40.287965	920.000
FBtr0079708	1718	1546.985	35.735733	462.425
FBtr0330181	847	676.236	0.687380	3.888
FBtr0074894	650	479.344	112.757773	452.112
FBtr0082726	2913	2741.985	2.197087	50.392
FBtr0331429	2603	2431.985	2.122912	43.186
FBtr0331428	2948	2776.985	2.921921	67.873
FBtr0082727	2606	2434.985	2.622279	53.411
FBtr0301219	3098	2926.985	6.173078	151.138
FBtr0088166	1239	1067.985	0.111939	1.000
FBtr0310646	1830	1658.985	2.269600	31.495
FBtr0073730	1370	1198.985	174.840103	1753.505
FBtr0079724	633	462.353	3.280685	12.688
FBtr0346454	899	728.208	1.872423	11.405
FBtr0100541	611	440.378	6818.491073	25116.907
FBtr0343865	1567	1395.985	0.110501	1.290
FBtr0079324	1294	1122.985	0.182007	1.710
FBtr0079598	1156	984.985	49.059926	404.211
FBtr0081220	1093	921.985	0.580149	4.474
FBtr0300823	1159	987.985	0.902403	7.458
FBtr0081221	1054	882.985	31.656776	233.815
FBtr0310645	979	808.148	3.007778	20.332
FBtr0081219	1084	912.985	0.644354	4.921
FBtr0075314	465	294.449	78.766036	194.000
FBtr0070136	2103	1931.985	2.415751	39.040
FBtr0070137	2193	2021.985	2.303938	38.967
FBtr0070135	2124	1952.985	7.896130	128.993
FBtr0076688	2391	2219.985	25.713468	477.489
FBtr0346546	2609	2437.985	0.931223	18.991
FBtr0302935	3103	2931.985	11.350818	278.382
FBtr0082329	3115	2943.985	4.207725	103.618
FBtr0344017	5279	5107.985	0.642046	27.433
FBtr0091678	6366	6194.985	5.411988	280.446
FBtr0344016	5395	5223.985	0.555855	24.289
FBtr0342985	4422	4250.985	6.604009	234.828
FBtr0071815	4360	4188.985	16.534773	579.374
FBtr0071816	4190	4018.985	4.948426	166.355
FBtr0071813	4216	4044.985	250.934285	8490.420
FBtr0342986	4124	3952.985	30.600170	1011.815
FBtr0071814	4255	4083.985	6.852985	234.108
FBtr0083049	682	511.336	54.241233	232.000
FBtr0079593	751	580.300	0.720034	3.495
FBtr0332415	1011	839.985	5.556211	39.039
FBtr0345640	3934	3762.985	7.682902	241.830
FBtr0077562	3784	3612.985	48.944027	1479.170
FBtr0085387	5031	4859.985	5.195411	211.206
FBtr0085386	4880	4708.985	11.647636	458.794
FBtr0085614	355	184.540	9.398065	14.507
FBtr0303924	5093	4921.985	0.121664	5.009
FBtr0303923	5120	4948.985	0.120563	4.991
FBtr0300811	4420	4248.985	14.630726	520.000
FBtr0340626	2866	2694.985	0.029614	0.668
FBtr0340627	2995	2823.985	0.028149	0.665
FBtr0340628	2870	2698.985	0.029566	0.667
FBtr0087784	1976	1804.985	190.131767	2870.652
FBtr0332882	2246	2074.985	1.052426	18.267
FBtr0339391	1899	1727.985	11.352661	164.093
FBtr0084095	7188	7016.985	0.812691	47.701
FBtr0343807	7002	6830.985	0.477067	27.259
FBtr0343805	4551	4379.985	10.914819	399.891
FBtr0343806	4719	4547.985	8.336653	317.149
FBtr0086801	711	540.324	0.478076	2.161
FBtr0344145	6340	6168.985	0.038959	2.010
FBtr0100454	3868	3696.985	0.000000	0.000
FBtr0082255	6557	6385.985	0.000000	0.000
FBtr0082256	4226	4054.985	0.000000	0.000
FBtr0100455	2462	2290.985	0.051641	0.990
FBtr0088783	1907	1735.985	43.635225	633.630
FBtr0301333	1977	1805.985	0.000000	0.000
FBtr0332689	1974	1802.985	0.000000	0.000
FBtr0086107	5316	5144.985	42.522100	1830.000
FBtr0072159	694	523.331	0.456879	2.000
FBtr0076218	2574	2402.985	5.956222	119.722
FBtr0076219	2478	2306.985	37.066181	715.278
FBtr0113346	1241	1069.985	0.111730	1.000
FBtr0100083	570	399.387	0.000000	0.000
FBtr0079765	644	473.347	0.252562	1.000
FBtr0071734	1182	1010.985	0.000000	0.000
FBtr0071191	1056	884.985	9.819126	72.688
FBtr0345988	1286	1114.985	2.795174	26.069
FBtr0071902	1064	892.985	2.990798	22.340
